id,pokemon,type,species,height,weight,abilities,ev_field,catch_rate,base_friendship,base_exp,growth_rate,egg_groups,gender,egg_cycles,hp_base,hp_min,hp_max,attack_base,attack_min,attack_max,defense_base,defense_min,defense_max,special_attack_base,special_attack_min,special_attack_max,special_defense_base,special_defense_min,special_defense_max,speed_base,speed_min,speed_max,inserted_date
77d45c37-5b6d-4553-94b2-7806a3fdc9d1,Blipbug,Bug,Larva Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"1. Swarm, 2. Compound Eyes, Telepathy (hidden ability)",1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),36,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",25,160,254,20,40,152,20,40,152,25,49,163,45,85,207,45,85,207,2024-04-27 14:24:32.617000
fdfcfec4-3ac0-428b-abec-766582fc1f61,Blissey,Normal,Happiness Pokémon,1.5 m (4′11″),46.8 kg (103.2 lbs),"1. Natural Cure, 2. Serene Grace, Healer (hidden ability)",3 HP,"30 (3.9% with PokéBall, full HP)",140 (higher than normal),635,Fast,Fairy,"0% male, 100% female","40 (10,024–10,280 steps)",255,620,714,10,22,130,10,22,130,75,139,273,135,247,405,55,103,229,2024-04-27 14:24:32.617000
e5d19d76-6827-4e03-a153-55ed37395115,Blitzle,Electric,Electrified Pokémon,0.8 m (2′07″),29.8 kg (65.7 lbs),"1. Lightning Rod, 2. Motor Drive, Sap Sipper (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,32,62,179,50,94,218,32,62,179,76,141,276,2024-04-27 14:24:32.617000
b8cb1ad5-174c-4140-9532-a4a8c21dcd3d,Boldore,Rock,Ore Pokémon,0.9 m (2′11″),102.0 kg (224.9 lbs),"1. Sturdy, 2. Weak Armor, Sand Force (hidden ability)","1 Attack, 1 Defense","120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,105,193,339,105,193,339,50,94,218,40,76,196,20,40,152,2024-04-27 14:24:32.618000
0f85a2b9-401b-4e8c-bcd9-9b714e50fdda,Boltund,Electric,Dog Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),"1. Strong Jaw, Competitive (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,90,166,306,60,112,240,90,166,306,60,112,240,121,222,375,2024-04-27 14:24:32.618000
3638b056-0438-4eec-b3e2-b50217fa194b,Bombirdier,"Flying, Dark",Item Drop Pokémon,1.5 m (4′11″),42.9 kg (94.6 lbs),"1. Big Pecks, 2. Keen Eye, Rocky Payload (hidden ability)",2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),243,Slow,Flying,"50% male, 50% female","35 (8,739–8,995 steps)",70,250,344,103,189,335,85,157,295,60,112,240,85,157,295,82,152,289,2024-04-27 14:24:32.618000
f5b55b33-3fcc-419b-b93d-b1e8a76d8bbf,Bonsly,Rock,Bonsai Pokémon,0.5 m (1′08″),15.0 kg (33.1 lbs),"1. Sturdy, 2. Rock Head, Rattled (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,80,148,284,95,175,317,10,22,130,45,85,207,10,22,130,2024-04-27 14:24:32.619000
e5671081-4ca9-401f-9641-56def9ee8665,Bouffalant,Normal,Bash Buffalo Pokémon,1.6 m (5′03″),94.6 kg (208.6 lbs),"1. Reckless, 2. Sap Sipper, Soundproof (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,110,202,350,95,175,317,40,76,196,95,175,317,55,103,229,2024-04-27 14:24:32.619000
b7583687-30e4-4124-a210-8633062a4eff,Bounsweet,Grass,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs),"1. Leaf Guard, 2. Oblivious, Sweet Veil (hidden ability)",1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",42,194,288,30,58,174,38,72,192,30,58,174,38,72,192,32,62,179,2024-04-27 14:24:32.619000
04eaf40a-2cf5-44e3-b40d-afb0a844586f,Braixen,Fire,Fox Pokémon,1.0 m (3′03″),14.5 kg (32.0 lbs),"1. Blaze, Magician (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),143,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",59,228,322,59,110,238,58,108,236,90,166,306,70,130,262,73,135,269,2024-04-27 14:24:32.620000
a5fb0233-4dcf-4c47-a7f1-5edc28dbd3f5,Brambleghast,"Grass, Ghost",Tumbleweed Pokémon,1.2 m (3′11″),6.0 kg (13.2 lbs),"1. Wind Rider, Infiltrator (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,115,211,361,70,130,262,80,148,284,70,130,262,90,166,306,2024-04-27 14:24:32.620000
0e42cbfa-d407-4eb2-b19a-559cc15a9e67,Bramblin,"Grass, Ghost",Tumbleweed Pokémon,0.6 m (2′00″),0.6 kg (1.3 lbs),"1. Wind Rider, Infiltrator (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,30,58,174,45,85,207,35,67,185,60,112,240,2024-04-27 14:24:32.621000
33dd2ed9-7aa9-4a29-bcbd-96d95104924b,Braviary,"Normal, Flying",Valiant Pokémon,1.5 m (4′11″),41.0 kg (90.4 lbs),"1. Keen Eye, 2. Sheer Force, Defiant (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",100,310,404,123,225,379,75,139,273,57,107,234,75,139,273,80,148,284,2024-04-27 14:24:32.621000
917ff117-0534-4d79-a8f5-09802fcd624c,Hisuian Braviary,"Psychic, Flying",Battle Cry Pokémon,1.7 m (5′07″),43.4 kg (95.7 lbs),"1. Keen Eye, 2. Sheer Force, Tinted Lens (hidden ability)",2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",110,330,424,83,153,291,70,130,262,112,206,355,70,130,262,65,121,251,2024-04-27 14:24:32.621000
e04354f9-4c56-4956-a509-fa12336e3417,Breloom,"Grass, Fighting",Mushroom Pokémon,1.2 m (3′11″),39.2 kg (86.4 lbs),"1. Effect Spore, 2. Poison Heal, Technician (hidden ability)",2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),161,Fluctuating,"Fairy, Grass","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,130,238,394,80,148,284,60,112,240,60,112,240,70,130,262,2024-04-27 14:24:32.622000
14f7dfc7-8f6d-475d-90d9-b077ebb4d5e0,Brionne,Water,Pop Star Pokémon,0.6 m (2′00″),17.5 kg (38.6 lbs),"1. Torrent, Liquid Voice (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)",60,230,324,69,128,260,69,128,260,91,168,309,81,150,287,50,94,218,2024-04-27 14:24:32.622000
6c631559-d482-4a87-bbc0-bc77fb462a2c,Bronzong,"Steel, Psychic",Bronze Bell Pokémon,1.3 m (4′03″),187.0 kg (412.3 lbs),"1. Levitate, 2. Heatproof, Heavy Metal (hidden ability)","1 Defense, 1 Sp. Def","90 (11.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",67,244,338,89,164,304,116,213,364,79,146,282,116,213,364,33,63,181,2024-04-27 14:24:32.623000
89873317-c8ad-4d10-b939-e50e01a2bd6e,Bronzor,"Steel, Psychic",Bronze Pokémon,0.5 m (1′08″),60.5 kg (133.4 lbs),"1. Levitate, 2. Heatproof, Heavy Metal (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",57,224,318,24,47,161,86,159,298,24,47,161,86,159,298,23,45,159,2024-04-27 14:24:32.623000
1b3a6f16-d31a-4015-adaa-b4013ee1496f,Brute Bonnet,"Grass, Dark",Paradox Pokémon,1.2 m (3′11″),21.0 kg (46.3 lbs),1. Protosynthesis,3 Attack,"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",111,332,426,127,233,388,99,182,326,79,146,282,99,182,326,55,103,229,2024-04-27 14:24:32.623000
5a1db774-b651-45a8-a4b9-0cf83b5324fd,Bruxish,"Water, Psychic",Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),"1. Dazzling, 2. Strong Jaw, Wonder Skin (hidden ability)",2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)",68,246,340,105,193,339,70,130,262,70,130,262,70,130,262,92,170,311,2024-04-27 14:24:32.624000
6495c4c0-36db-4cf3-9362-03dfe9d9bb02,Budew,"Grass, Poison",Bud Pokémon,0.2 m (0′08″),1.2 kg (2.6 lbs),"1. Natural Cure, 2. Poison Point, Leaf Guard (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,30,58,174,35,67,185,50,94,218,70,130,262,55,103,229,2024-04-27 14:24:32.624000
9c0f9487-f330-40d7-b6d5-ff3f255128e8,Buizel,Water,Sea Weasel Pokémon,0.7 m (2′04″),29.5 kg (65.0 lbs),"1. Swift Swim, Water Veil (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,65,121,251,35,67,185,60,112,240,30,58,174,85,157,295,2024-04-27 14:24:32.625000
7ad978dd-8206-4f6d-bba1-7221545b1ec3,Bulbasaur,"Grass, Poison",Seed Pokémon,0.7 m (2′04″),6.9 kg (15.2 lbs),"1. Overgrow, Chlorophyll (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,49,92,216,49,92,216,65,121,251,65,121,251,45,85,207,2024-04-27 14:24:32.625000
307ef0c4-7ef3-441e-b183-ea90ed321dea,Buneary,Normal,Rabbit Pokémon,0.4 m (1′04″),5.5 kg (12.1 lbs),"1. Run Away, 2. Klutz, Limber (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",0 (lower than normal),70,Medium Fast,"Field, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,66,123,254,44,83,205,44,83,205,56,105,232,85,157,295,2024-04-27 14:24:32.625000
7e12a824-857a-4263-9d43-14c311c46724,Bunnelby,Normal,Digging Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),"1. Pickup, 2. Cheek Pouch, Huge Power (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),47,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,36,69,188,38,72,192,32,62,179,36,69,188,57,107,234,2024-04-27 14:24:32.626000
b50a62b8-0d75-4618-8cb2-3354131b5f7b,Burmy Plant Cloak,Bug,Bagworm Pokémon,0.2 m (0′08″),3.4 kg (7.5 lbs),"1. Shed Skin, Overcoat (hidden ability)",1 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,2024-04-27 14:24:32.626000
3a906ab5-d7f0-43e7-9098-5ac7243e55d8,Burmy Sandy Cloak,Bug,Bagworm Pokémon,0.2 m (0′08″),3.4 kg (7.5 lbs),"1. Shed Skin, Overcoat (hidden ability)",1 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,2024-04-27 14:24:32.626000
1a34bf27-b222-4ee8-a267-ccc285961286,Burmy Trash Cloak,Bug,Bagworm Pokémon,0.2 m (0′08″),3.4 kg (7.5 lbs),"1. Shed Skin, Overcoat (hidden ability)",1 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,2024-04-27 14:24:32.627000
c3aec429-cc21-48a2-a838-ed047e531502,Butterfree,"Bug, Flying",Butterfly Pokémon,1.1 m (3′07″),32.0 kg (70.5 lbs),"1. Compound Eyes, Tinted Lens (hidden ability)","2 Sp. Atk, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,45,85,207,50,94,218,90,166,306,80,148,284,70,130,262,2024-04-27 14:24:32.627000
5f1eb61a-305d-47cf-baf1-44a4e46e2563,Buzzwole,"Bug, Fighting",Swollen Pokémon,2.4 m (7′10″),333.6 kg (735.5 lbs),1. Beast Boost,"1 Attack, 2 Defense","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",107,324,418,139,254,414,139,254,414,53,99,225,53,99,225,79,146,282,2024-04-27 14:24:32.627000
c2e190f3-1b76-43df-b5b0-06059104f8bf,Cacnea,Grass,Cactus Pokémon,0.4 m (1′04″),51.3 kg (113.1 lbs),"1. Sand Veil, Water Absorb (hidden ability)",1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",35 (lower than normal),67,Medium Slow,"Grass, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,40,76,196,85,157,295,40,76,196,35,67,185,2024-04-27 14:24:32.628000
a9188e6c-21d9-444a-ad70-a5b3824c4405,Cacturne,"Grass, Dark",Scarecrow Pokémon,1.3 m (4′03″),77.4 kg (170.6 lbs),"1. Sand Veil, Water Absorb (hidden ability)","1 Attack, 1 Sp. Atk","60 (7.8% with PokéBall, full HP)",35 (lower than normal),166,Medium Slow,"Grass, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,115,211,361,60,112,240,115,211,361,60,112,240,55,103,229,2024-04-27 14:24:32.628000
34e349e3-38ba-430d-8299-679ad0f78c4d,Calyrex,"Psychic, Grass",King Pokémon,1.1 m (3′07″),7.7 kg (17.0 lbs),1. Unnerve,3 HP,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),250,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284,2024-04-27 14:24:32.629000
5f491656-0530-45a3-83c6-f2b002c926f1,Calyrex Ice Rider,"Psychic, Ice",High King Pokémon,2.4 m (7′10″),809.1 kg (1783.8 lbs),1. As One,3 Attack,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,165,301,471,150,274,438,85,157,295,130,238,394,50,94,218,2024-04-27 14:24:32.629000
8a323691-2075-46f6-ad0e-04307bf4a026,Calyrex Shadow Rider,"Psychic, Ghost",High King Pokémon,2.4 m (7′10″),53.6 kg (118.2 lbs),1. As One,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,85,157,295,80,148,284,165,301,471,100,184,328,150,274,438,2024-04-27 14:24:32.630000
56ab0772-bbb2-422f-8d42-1cb78aafb231,Camerupt,"Fire, Ground",Eruption Pokémon,1.9 m (6′03″),220.0 kg (485.0 lbs),"1. Magma Armor, 2. Solid Rock, Anger Point (hidden ability)","1 Attack, 1 Sp. Atk","150 (19.6% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,70,130,262,105,193,339,75,139,273,40,76,196,2024-04-27 14:24:32.630000
c482a906-f43b-4643-b6f1-d8db1210d72d,Mega Camerupt,"Fire, Ground",Eruption Pokémon,2.5 m (8′02″),320.5 kg (706.6 lbs),1. Sheer Force,"1 Attack, 1 Sp. Atk","150 (19.6% with PokéBall, full HP)",50 (normal),196,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,120,220,372,100,184,328,145,265,427,105,193,339,20,40,152,2024-04-27 14:24:32.630000
2589b388-6643-4285-999c-47af08b48587,Capsakid,Grass,Spicy Pepper Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs),"1. Chlorophyll, 2. Insomnia, Klutz (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,62,116,245,40,76,196,62,116,245,40,76,196,50,94,218,2024-04-27 14:24:32.631000
4e840c43-817c-4a07-adb8-ee846190d0d4,Carbink,"Rock, Fairy",Jewel Pokémon,0.3 m (1′00″),5.7 kg (12.6 lbs),"1. Clear Body, Sturdy (hidden ability)","1 Defense, 1 Sp. Def","60 (7.8% with PokéBall, full HP)",50 (normal),100,Slow,"Fairy, Mineral",Genderless,"25 (6,169–6,425 steps)",50,210,304,50,94,218,150,274,438,50,94,218,150,274,438,50,94,218,2024-04-27 14:24:32.631000
e1811e68-224f-438d-a6a4-953b95d3d925,Carkol,"Rock, Fire",Coal Pokémon,1.1 m (3′07″),78.0 kg (172.0 lbs),"1. Steam Engine, 2. Flame Body, Flash Fire (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,60,112,240,90,166,306,60,112,240,70,130,262,50,94,218,2024-04-27 14:24:32.632000
2852b4d9-0536-4366-a995-e5f05ce88239,Carnivine,Grass,Bug Catcher Pokémon,1.4 m (4′07″),27.0 kg (59.5 lbs),1. Levitate,2 Attack,"200 (26.1% with PokéBall, full HP)",50 (normal),159,Slow,Grass,"50% male, 50% female","25 (6,169–6,425 steps)",74,258,352,100,184,328,72,134,267,90,166,306,72,134,267,46,87,210,2024-04-27 14:24:32.632000
75c689af-4584-492e-9b5b-5c8cca97671f,Carracosta,"Water, Rock",Prototurtle Pokémon,1.2 m (3′11″),81.0 kg (178.6 lbs),"1. Solid Rock, 2. Sturdy, Swift Swim (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",74,258,352,108,198,346,133,243,401,83,153,291,65,121,251,32,62,179,2024-04-27 14:24:32.632000
c04b4f57-26f2-41b7-89ef-8cb5f86819f7,Carvanha,"Water, Dark",Savage Pokémon,0.8 m (2′07″),20.8 kg (45.9 lbs),"1. Rough Skin, Speed Boost (hidden ability)",1 Attack,"225 (29.4% with PokéBall, full HP)",35 (lower than normal),61,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,90,166,306,20,40,152,65,121,251,20,40,152,65,121,251,2024-04-27 14:24:32.633000
15bd7f18-88ff-4585-b01e-2804bc33f6a2,Cascoon,Bug,Cocoon Pokémon,0.7 m (2′04″),11.5 kg (25.4 lbs),1. Shed Skin,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),72,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,35,67,185,55,103,229,25,49,163,25,49,163,15,31,141,2024-04-27 14:24:32.633000
01dd5301-1cb3-40e7-a25b-a24ff6f71610,Castform,Normal,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,2024-04-27 14:24:32.634000
3f32cfc2-d4b8-496e-938a-40067d255a65,Castform Sunny Form,Fire,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,2024-04-27 14:24:32.634000
c32f0c76-6636-4b77-999e-e7ac75dd992f,Castform Rainy Form,Water,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,2024-04-27 14:24:32.634000
4411d3f7-2a7f-4d1a-a947-70ac018f5139,Castform Snowy Form,Ice,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,2024-04-27 14:24:32.635000
feded45d-8ee8-4ef1-af59-0f3e2ed0cb9e,Caterpie,Bug,Worm Pokémon,0.3 m (1′00″),2.9 kg (6.4 lbs),"1. Shield Dust, Run Away (hidden ability)",1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),39,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,30,58,174,35,67,185,20,40,152,20,40,152,45,85,207,2024-04-27 14:24:32.635000
f714eee6-4163-4613-8c6f-4f9d1ff8f8e4,Celebi,"Psychic, Grass",Time Travel Pokémon,0.6 m (2′00″),5.0 kg (11.0 lbs),1. Natural Cure,3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,2024-04-27 14:24:32.636000
f4695b4c-3be9-45f6-885c-1a1f04314fe4,Celesteela,"Steel, Flying",Launch Pokémon,9.2 m (30′02″),999.9 kg (2204.4 lbs),1. Beast Boost,"1 Attack, 1 Defense, 1 Sp. Atk","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,101,186,331,103,189,335,107,197,344,101,186,331,61,114,243,2024-04-27 14:24:32.636000
6e3dfc5e-6865-49c4-98ef-d897e6aa6d19,Centiskorch,"Fire, Bug",Radiator Pokémon,3.0 m (9′10″),120.0 kg (264.6 lbs),"1. Flash Fire, 2. White Smoke, Flame Body (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),184,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,115,211,361,65,121,251,90,166,306,90,166,306,65,121,251,2024-04-27 14:24:32.637000
54867a2d-d13e-4ffd-82d7-f8585d51044b,Ceruledge,"Fire, Ghost",Fire Blades Pokémon,1.6 m (5′03″),62.0 kg (136.7 lbs),"1. Flash Fire, Weak Armor (hidden ability)",2 Attack,"25 (3.3% with PokéBall, full HP)",20 (lower than normal),263,Slow,Human-Like,"50% male, 50% female","35 (8,739–8,995 steps)",75,260,354,125,229,383,80,148,284,60,112,240,100,184,328,85,157,295,2024-04-27 14:24:32.637000
6d06df88-7186-49fd-82f1-bfa5c442f311,Cetitan,Ice,Terra Whale Pokémon,4.5 m (14′09″),700.0 kg (1543.2 lbs),"1. Thick Fat, 2. Slush Rush, Sheer Force (hidden ability)",2 HP,"50 (6.5% with PokéBall, full HP)",50 (normal),182,Medium Slow,Field,"50% male, 50% female","25 (6,169–6,425 steps)",170,450,544,113,207,357,65,121,251,45,85,207,55,103,229,73,135,269,2024-04-27 14:24:32.637000
c4491c03-6a01-4e21-b6db-036507fcb2d7,Cetoddle,Ice,Terra Whale Pokémon,1.2 m (3′11″),45.0 kg (99.2 lbs),"1. Thick Fat, 2. Snow Cloak, Sheer Force (hidden ability)",1 HP,"150 (19.6% with PokéBall, full HP)",50 (normal),67,Medium Slow,Field,"50% male, 50% female","25 (6,169–6,425 steps)",108,326,420,68,126,258,45,85,207,30,58,174,40,76,196,43,81,203,2024-04-27 14:24:32.638000
2ab1d64f-d2e4-46a9-b35c-138efd9965a6,Chandelure,"Ghost, Fire",Luring Pokémon,1.0 m (3′03″),34.3 kg (75.6 lbs),"1. Flash Fire, 2. Flame Body, Infiltrator (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,55,103,229,90,166,306,145,265,427,90,166,306,80,148,284,2024-04-27 14:24:32.638000
4b792e22-215d-45ff-a2b5-58caf992969c,Chansey,Normal,Egg Pokémon,1.1 m (3′07″),34.6 kg (76.3 lbs),"1. Natural Cure, 2. Serene Grace, Healer (hidden ability)",2 HP,"30 (3.9% with PokéBall, full HP)",140 (higher than normal),395,Fast,Fairy,"0% male, 100% female","40 (10,024–10,280 steps)",250,610,704,5,13,119,5,13,119,35,67,185,105,193,339,50,94,218,2024-04-27 14:24:32.638000
247df553-a22a-4623-b19d-47030ac70170,Charcadet,Fire,Fire Child Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"1. Flash Fire, Flame Body (hidden ability)",1 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),51,Slow,Human-Like,"50% male, 50% female","35 (8,739–8,995 steps)",40,190,284,50,94,218,40,76,196,50,94,218,40,76,196,35,67,185,2024-04-27 14:24:32.639000
57d70e98-747e-4812-aa3b-bec1168f260f,Charizard,"Fire, Flying",Flame Pokémon,1.7 m (5′07″),90.5 kg (199.5 lbs),"1. Blaze, Solar Power (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",78,266,360,84,155,293,78,144,280,109,200,348,85,157,295,100,184,328,2024-04-27 14:24:32.639000
062919ca-0b2f-4c13-a659-4cb8da76c6c3,Mega Charizard X,"Fire, Dragon",Flame Pokémon,1.7 m (5′07″),110.5 kg (243.6 lbs),1. Tough Claws,3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),285,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",78,266,360,130,238,394,111,204,353,130,238,394,85,157,295,100,184,328,2024-04-27 14:24:32.639000
814121a7-8360-4126-b948-354e59693a40,Mega Charizard Y,"Fire, Flying",Flame Pokémon,1.7 m (5′07″),100.5 kg (221.6 lbs),1. Drought,3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),285,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",78,266,360,104,191,337,78,144,280,159,290,458,115,211,361,100,184,328,2024-04-27 14:24:32.640000
